Jeff Driskel,#CALC!,PIT,TB,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CIN
Nick Mullens,#CALC!,#CALC!,NYG,PHI,#CALC!,#CALC!,#CALC!,SEA,GB,NO,#CALC!,LAR,BUF,WSH,DAL,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,LV,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CHI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CIN,DET,GB,DET
Nick Foles,#CALC!,#CALC!,ATL,IND,TB,CAR,LAR,NO,TEN,MIN,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,SEA,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,LAC,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
C.J. Beathard,#CALC!,#CALC!,#CALC!,PHI,MIA,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,ARI,SEA,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CAR,#CALC!
Brett Rypien,#CALC!,#CALC!,#CALC!,NYJ,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,NYJ,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,ARI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,GB,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Brian Hoyer,#CALC!,#CALC!,#CALC!,KC,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CHI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Joe Flacco,#CALC!,#CALC!,#CALC!,#CALC!,ARI,MIA,#CALC!,#CALC!,NE,#CALC!,LAC,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,MIA,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,BAL,CLE,CIN,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,MIA,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,LAR,JAX,CHI,HOU,NYJ,#CALC!
Alex Smith,#CALC!,#CALC!,#CALC!,#CALC!,LAR,#CALC!,#CALC!,#CALC!,NYG,DET,CIN,DAL,PIT,SF,#CALC!,#CALC!,PHI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Kyle Allen,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,NYG,DAL,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,MIA,CLE,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Andy Dalton,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,ARI,WSH,#CALC!,#CALC!,#CALC!,MIN,WSH,BAL,CIN,SF,PHI,NYG,LAR,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,BAL,DET,ARI,#CALC!,#CALC!,#CALC!,NYG,MIN,#CALC!,#CALC!,#CALC!,MIN,SEA,CIN,ARI,LV,BAL,PIT,LAR,SF,TB,#CALC!,ATL,#CALC!,PHI,CAR,#CALC!,#CALC!,SEA,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Tua Tagovailoa,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,LAR,ARI,LAC,DEN,#CALC!,CIN,KC,NE,LV,BUF,NE,#CALC!,#CALC!,#CALC!,#CALC!,JAX,ATL,BUF,#CALC!,BAL,NYJ,CAR,NYG,#CALC!,NYJ,NO,TEN,NE,NE,BAL,BUF,#CALC!,#CALC!,#CALC!,PIT,DET,CHI,CLE,#CALC!,HOU,SF,LAC,BUF,GB,#CALC!,#CALC!,LAC,NE,DEN,BUF,NYG,CAR,PHI,NE,KC,#CALC!,LV,NYJ,WSH,TEN,NYJ,DAL,BAL,BUF
Ben DiNucci,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,PHI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Jake Luton,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,HOU,GB,PIT,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Garrett Gilbert,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,PIT,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,PHI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Taysom Hill,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,ATL,DEN,ATL,PHI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,DAL,NYJ,TB,#CALC!,CAR,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
PJ Walker,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,DET,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,ARI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,TB,ATL,#CALC!,ATL,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,SF,IND,SEA,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Mike Glennon,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CLE,MIN,TEN,#CALC!,CHI,IND,#CALC!,#CALC!,#CALC!,#CALC!,DAL,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,MIA,LAC,DAL,PHI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Robert Griffin III,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,PIT,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Brandon Allen,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,NYG,MIA,DAL,#CALC!,HOU,BAL,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CLE,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Colt McCoy,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,SEA,#CALC!,CLE,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,SF,CAR,SEA,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,LAR,SF,#CALC!,#CALC!,NE,DEN,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Jalen Hurts,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,GB,NO,ARI,DAL,WSH,ATL,SF,DAL,KC,CAR,TB,LV,DET,LAC,DEN,NO,NYG,#CALC!,#CALC!,WSH,NYG,WSH,#CALC!,DET,MIN,WSH,JAX,ARI,DAL,#CALC!,PIT,HOU,WSH,IND,GB,TEN,NYG,CHI,#CALC!,#CALC!,NYG,NE,MIN,TB,WSH,LAR,NYJ,MIA,WSH,DAL,#CALC!,KC,BUF,SF,DAL,SEA,NYG,ARI,NYG
Marcus Mariota,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,LAC,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,NO,LAR,SEA,CLE,TB,SF,CIN,CAR,LAC,CAR,CHI,WSH,PIT,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,NYG
Ryan Finley,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,PIT,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Blaine Gabbert,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,DET,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,LAC
Taylor Heinicke,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CAR,#CALC!,#CALC!,NYG,BUF,ATL,NO,KC,GB,DEN,#CALC!,TB,CAR,SEA,LV,DAL,#CALC!,DAL,PHI,NYG,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,GB,IND,MIN,PHI,HOU,ATL,NYG,#CALC!,NYG,SF,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,TEN,MIN,ARI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,IND,CHI,#CALC!
Chase Daniel,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,TB,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Mason Rudolph,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CLE,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,DET,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CIN,SEA,BAL
John Wolford,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,ARI,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,ARI,#CALC!,#CALC!,SEA,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Chris Streveler,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,LAR,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,JAX,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Chad Henne,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,LAC,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Jameis Winston,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,GB,CAR,NE,NYG,WSH,#CALC!,SEA,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,ATL,TB,CAR,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,MIN,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Mac Jones,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,MIA,NYJ,NO,TB,HOU,DAL,NYJ,LAC,CAR,CLE,ATL,TEN,#CALC!,#CALC!,IND,BUF,JAX,MIA,MIA,PIT,BAL,#CALC!,#CALC!,#CALC!,#CALC!,NYJ,IND,#CALC!,NYJ,MIN,BUF,ARI,LV,CIN,MIA,BUF,PHI,MIA,NYJ,DAL,NO,LV,BUF,MIA,WSH,IND,#CALC!,NYG,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!
Zach Wilson,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,CAR,NE,DEN,TEN,ATL,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,HOU,PHI,NO,MIA,JAX,TB,BUF,#CALC!,#CALC!,#CALC!,PIT,MIA,GB,DEN,NE,BUF,#CALC!,NE,#CALC!,#CALC!,#CALC!,DET,JAX,#CALC!,#CALC!,BUF,DAL,NE,KC,DEN,PHI,#CALC!,NYG,LAC,LV,BUF,#CALC!,#CALC!,HOU,#CALC!,#CALC!,#CALC!,#CALC!
Trevor Lawrence,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,#CALC!,HOU,DEN,ARI,CIN,TEN,MIA,#CALC!,SEA,BUF,IND,SF,ATL,LAR,TEN,HOU,NYJ,NE,IND,WSH,IND,LAC,PHI,HOU,IND,NYG,DEN,LV,KC,#CALC!,BAL,DET,TEN,DAL,NYJ,HOU,TEN,IND,KC,HOU,ATL,BUF,IND,NO,PIT,#CALC!,SF,TEN,HOU,CIN,CLE,BAL,TB,#CALC!,TEN
